index,recovered,binary,weighted,r_to_p,p_to_r,uncut,cut_only,completed_calls,candidate_outputs,mapping_errors,invalid_predictions,fully_swept_valid
1578,True,True,False,False,True,False,True,218,242,0,0,True
1579,True,True,True,True,True,False,True,140,289,0,0,True
1580,True,True,True,True,True,True,True,106,121,0,0,True
1581,True,True,True,True,True,True,True,304,894,0,0,True
1582,True,True,False,True,True,True,True,200,242,0,0,True
1583,True,True,True,True,True,True,True,170,349,0,0,True
1584,True,True,True,True,True,True,True,284,1050,0,0,True
1585,True,True,True,True,True,True,True,298,967,0,0,True
1586,True,True,True,True,True,True,True,404,3180,0,0,True
1587,True,True,True,True,True,True,True,342,1318,0,0,True
1588,True,True,True,True,True,True,True,184,478,0,0,True
1589,True,True,True,True,True,True,True,184,531,0,0,True
1590,True,True,True,True,True,True,True,208,679,0,0,True
1591,True,True,True,True,True,True,True,284,598,0,0,True
1592,True,True,True,True,True,True,True,382,1747,0,0,True
1593,True,True,True,False,True,False,True,270,599,0,0,True
1594,True,True,True,True,True,True,True,108,230,0,0,True
1595,False,False,False,False,False,False,False,136,288,0,0,True
1596,True,True,True,True,True,True,True,104,292,0,0,True
1597,True,True,True,True,True,True,True,156,445,0,0,True
1598,True,True,True,True,True,False,True,92,148,0,0,True
1599,True,False,True,True,True,False,True,300,2042,0,0,True
1600,True,True,True,True,True,True,True,180,535,0,0,True
1601,True,True,True,True,True,True,True,188,567,0,0,True
1602,True,True,True,True,True,True,True,172,496,0,0,True
1603,True,True,True,True,False,False,True,184,286,0,0,True
1604,True,True,True,True,False,False,True,208,346,0,0,True
1605,True,True,True,True,True,True,True,228,389,0,0,True
1606,True,True,True,True,True,False,True,478,1468,0,0,True
1607,True,True,False,False,True,False,True,240,666,0,0,True
1608,True,True,True,True,True,True,True,128,273,0,0,True
1609,True,True,True,True,True,False,True,232,259,0,0,True
1610,True,True,True,True,True,False,True,246,747,0,0,True
1611,True,True,True,True,True,True,True,180,517,0,0,True
1612,True,True,True,True,True,True,True,186,378,0,0,True
1613,True,True,True,True,True,True,True,160,462,0,0,True
1614,True,True,True,True,True,True,True,174,510,0,0,True
1615,True,True,True,True,True,True,True,118,334,0,0,True
1616,True,True,True,True,True,True,True,156,448,0,0,True
1617,True,True,True,True,True,True,True,222,525,0,0,True
1618,True,True,True,True,True,True,True,102,288,0,0,True
1619,True,True,True,True,True,True,True,98,274,0,0,True
1620,True,True,True,True,True,True,True,154,461,0,0,True
1621,True,True,True,True,True,True,True,202,1951,0,0,True
1622,True,True,False,True,True,False,True,212,225,0,0,True
1623,True,True,True,True,True,False,True,220,431,0,0,True
1624,True,True,True,True,True,True,True,360,1056,0,0,True
1625,True,True,True,True,True,True,True,294,646,0,0,True
1626,True,True,True,True,True,True,True,306,670,0,0,True
1627,True,True,True,True,True,True,True,286,704,0,0,True
1628,True,True,True,True,True,True,True,204,603,0,0,True
1629,True,True,True,True,True,True,True,260,768,0,0,True
1630,True,True,True,True,True,True,True,230,1176,0,0,True
1631,True,True,True,True,True,True,True,250,1281,0,0,True
1632,True,True,True,True,True,True,True,258,1323,0,0,True
1633,True,True,True,True,True,True,True,112,316,0,0,True
1634,True,True,True,True,True,True,True,242,522,0,0,True
1635,True,True,True,True,True,True,True,342,740,0,0,True
1636,True,True,True,True,True,True,True,488,534,0,0,True
1637,True,True,True,True,True,True,True,330,720,0,0,True
1638,True,True,True,True,True,True,True,446,480,0,0,True
1639,True,True,True,True,True,True,True,310,617,0,0,True
1640,True,True,True,True,True,True,True,370,1105,0,0,True
1641,True,True,True,True,True,True,True,140,222,0,0,True
1642,True,True,True,True,True,False,True,402,796,0,0,True
1643,True,True,True,True,True,True,True,378,719,0,0,True
1644,True,True,True,True,True,True,True,290,738,0,0,True
1645,True,True,True,True,True,False,True,252,449,0,0,True
1646,True,True,True,True,True,True,True,242,552,0,0,True
1647,True,True,True,True,True,True,True,264,388,0,0,False
1648,True,True,True,True,False,True,True,268,579,0,0,True
1649,False,False,False,False,False,False,False,272,413,0,0,True
1650,True,True,True,True,True,True,True,170,486,0,0,True
1651,True,True,True,True,True,True,True,298,624,0,0,False
1652,False,False,False,False,False,False,False,210,213,0,0,True
1653,True,True,True,True,True,True,True,180,356,0,0,True
1654,True,True,True,True,True,True,True,640,1569,0,0,True
1655,True,True,True,True,True,True,True,420,948,0,0,True
1656,True,True,True,True,True,False,True,382,512,0,0,True
1657,True,True,True,True,True,True,True,398,812,0,0,True
1658,True,True,True,True,True,True,True,374,764,0,0,True
1659,True,True,True,True,True,True,True,326,668,0,0,True
1660,True,True,True,True,True,True,True,398,788,0,0,True
1661,True,True,True,True,True,True,True,386,788,0,0,True
1662,True,True,True,True,True,True,True,388,768,0,0,True
1663,True,True,True,True,True,True,True,108,226,0,0,True
1664,True,True,True,True,False,False,True,154,267,0,0,True
1665,False,False,False,False,False,False,False,29,296,0,0,False
1666,True,True,True,True,True,True,True,204,587,0,0,False
1667,True,True,False,True,False,False,True,243,3226,0,0,False
1668,True,True,True,True,False,False,True,196,252,0,0,False
1669,True,True,True,True,True,True,True,150,444,0,0,True
1670,True,True,True,True,True,False,True,308,597,0,0,True
1671,True,True,True,True,True,True,True,422,1320,0,0,True
1672,True,True,True,True,True,True,True,90,259,0,0,True
1673,True,True,True,True,True,True,True,108,305,0,0,True
1674,True,True,True,True,False,False,True,232,317,0,0,False
1675,False,False,False,False,False,False,False,210,262,0,0,True
1676,True,True,True,True,True,True,True,74,202,0,0,True
1677,True,True,True,True,True,True,True,344,1028,0,0,True
1678,True,True,True,True,True,True,True,294,665,0,0,True
1679,True,True,True,True,True,True,True,286,656,0,0,True
1680,True,True,True,True,True,False,True,300,1025,0,0,True
1681,True,True,True,True,True,True,True,226,1712,0,0,True
1682,True,True,True,True,False,True,True,274,282,0,0,False
1683,True,True,True,True,True,True,True,337,781,0,0,False
1684,True,True,True,True,True,True,True,288,584,0,0,True
1685,False,False,False,False,False,False,False,192,263,0,0,True
1686,False,False,False,False,False,False,False,152,213,0,0,True
1687,True,False,True,True,True,True,True,400,1413,0,0,True
1688,True,False,True,True,False,False,True,404,1642,0,0,True
1689,True,True,True,True,True,True,True,370,1246,0,0,True
1690,True,False,True,True,False,False,True,412,1199,0,0,True
1691,True,True,True,True,True,False,True,398,1208,0,0,True
1692,True,True,True,True,True,True,True,260,760,0,0,True
1693,True,True,True,True,True,True,True,315,915,0,0,False
1694,True,True,True,True,True,True,True,354,1796,0,0,True
1695,True,True,True,True,True,True,True,404,643,0,0,False
1696,True,True,True,True,True,True,True,370,733,0,0,False
1697,True,True,True,True,True,True,True,260,478,0,0,True
1698,True,True,True,True,True,True,True,370,740,0,0,False
1699,True,True,True,True,True,True,True,116,347,0,0,True
1700,True,True,True,True,True,True,True,76,220,0,0,True
1701,True,True,True,True,True,True,True,202,336,0,0,True
1702,True,True,True,True,True,True,True,524,961,0,0,True
1703,True,True,True,True,True,True,True,366,762,0,0,True
1704,True,True,True,True,True,False,True,406,446,0,0,True
1705,True,True,True,True,True,False,True,378,410,0,0,True
1706,False,False,False,False,False,False,False,222,242,0,0,True
1707,True,True,True,False,True,True,True,309,1972,0,0,False
1708,True,True,True,True,True,True,True,108,208,0,0,True
1709,True,False,True,True,False,False,True,112,132,0,0,True
1710,True,True,True,True,True,True,True,68,184,0,0,True
1711,False,False,False,False,False,False,False,234,330,0,0,True
1712,True,True,True,True,True,True,True,302,624,0,0,True
1713,True,True,True,True,True,True,True,264,742,0,0,True
1714,True,True,True,False,True,False,True,182,368,0,0,True
1715,True,True,True,True,True,False,True,236,892,0,0,True
1716,True,True,True,True,True,True,True,298,325,0,0,True
1717,True,True,True,True,True,False,True,192,257,0,0,True
1718,True,True,True,True,True,False,True,204,476,0,0,True
1719,True,True,True,True,True,True,True,144,393,0,0,True
1720,True,True,True,True,True,True,True,262,548,0,0,True
1721,True,True,True,True,True,True,True,278,558,0,0,True
1722,True,True,True,True,True,True,True,309,614,0,0,False
1723,False,False,False,False,False,False,False,290,672,0,0,False
1724,True,True,True,True,True,True,True,379,749,0,0,False
1725,True,True,True,True,True,True,True,94,262,0,0,True
1726,True,True,True,True,True,True,True,90,256,0,0,True
1727,True,True,True,True,True,True,True,108,297,0,0,True
1728,True,True,True,True,True,True,True,144,372,0,0,True
1729,True,True,True,True,True,True,True,122,915,0,0,True
1730,True,True,True,True,True,True,True,198,591,0,0,True
1731,True,True,True,True,True,True,True,194,568,0,0,True
1732,True,True,True,True,True,True,True,216,643,0,0,True
1733,True,True,True,True,True,True,True,90,259,0,0,True
1734,False,False,False,False,False,False,False,198,203,0,0,True
1735,True,True,True,True,True,True,True,256,682,0,0,True
1736,True,True,True,True,True,True,True,222,252,0,0,True
1737,True,True,True,True,True,True,True,232,456,0,0,True
1738,True,True,True,True,True,True,True,190,591,0,0,True
1739,True,True,False,True,True,True,True,152,462,0,0,True
1740,True,True,False,True,True,True,True,148,384,0,0,True
1741,True,False,True,False,True,False,True,176,223,0,0,True
1742,True,True,False,True,True,False,True,190,245,0,0,True
1743,True,True,True,True,True,True,True,222,356,0,0,True
1744,True,True,True,True,True,True,True,216,476,0,0,True
1745,True,True,True,True,True,True,True,128,232,0,0,True
1746,True,True,True,True,False,False,True,410,2611,0,0,True
1747,False,False,False,False,False,False,False,246,298,0,0,True
1748,True,True,True,True,True,True,True,212,710,0,0,True
1749,True,True,True,True,True,False,True,350,435,0,0,True
1750,False,False,False,False,False,False,False,338,403,0,0,True
1751,True,True,True,True,True,True,True,200,489,0,0,True
1752,False,False,False,False,False,False,False,190,222,0,0,True
1753,False,False,False,False,False,False,False,150,150,0,0,True
1754,True,True,True,True,True,True,True,84,192,0,0,True
1755,True,True,True,True,True,True,True,446,1067,0,0,True
1756,True,True,True,True,True,True,True,399,968,0,0,False
1757,True,True,True,True,True,True,True,246,578,0,0,True
1758,True,True,True,True,True,True,True,267,970,0,0,False
1759,True,True,True,True,True,True,True,190,476,0,0,True
1760,True,True,True,True,True,False,True,236,299,0,0,True
1761,False,False,False,False,False,False,False,158,166,0,0,True
1762,True,True,True,True,True,True,True,316,1078,0,0,True
1763,True,True,True,True,True,True,True,308,1072,0,0,False
1764,True,True,True,True,True,True,True,386,1278,0,0,True
1765,True,True,True,True,True,True,True,228,686,0,0,True
1766,True,True,True,True,True,True,True,250,537,0,0,True
1767,True,True,True,True,True,True,True,274,854,0,0,True
1768,True,True,True,True,True,True,True,308,1018,0,0,True
1769,True,True,True,True,True,True,True,94,262,0,0,True
1770,True,True,True,True,True,True,True,148,302,0,0,True
1771,True,False,True,True,False,False,True,230,362,0,0,True
1772,True,True,True,True,True,True,True,264,500,0,0,True
1773,True,True,True,True,True,True,True,280,518,0,0,True
1774,True,True,True,True,True,True,True,274,795,0,0,True
1775,True,True,True,True,True,True,True,274,808,0,0,True
1776,False,False,False,False,False,False,False,286,1715,0,0,False
1777,True,True,True,False,True,False,True,276,495,0,0,True
1778,True,True,True,False,True,False,True,318,380,0,0,True
1779,True,True,True,True,True,False,True,368,845,0,0,True
1780,True,True,True,True,True,False,True,284,328,0,0,True
1781,True,True,True,True,True,True,True,180,482,0,0,True
1782,True,True,True,True,True,True,True,210,754,0,0,True
1783,True,True,True,True,True,True,True,240,473,0,0,True
1784,False,False,False,False,False,False,False,248,264,0,0,True
1785,True,True,True,True,True,False,True,256,294,0,0,True
1786,True,True,True,True,True,True,True,248,548,0,0,True
1787,True,True,True,True,True,True,True,230,542,0,0,True
1788,True,True,True,True,True,True,True,112,328,0,0,True
1789,True,True,True,True,True,True,True,282,558,0,0,True
1790,False,False,False,False,False,False,False,202,251,0,0,True
1791,True,True,True,True,True,True,True,292,611,0,0,True
1792,True,True,True,True,True,True,True,168,334,0,0,True
1793,True,True,True,True,True,True,True,300,848,0,0,False
1794,True,True,True,True,True,True,True,248,494,0,0,True
1795,True,True,True,True,True,False,True,256,353,0,0,True
1796,True,True,True,True,True,True,True,290,339,0,0,True
1797,True,True,True,True,True,False,True,256,580,0,0,True
1798,True,True,True,True,True,True,True,327,4487,0,0,False
1799,True,True,True,True,True,True,True,426,864,0,0,False
1800,True,True,True,True,True,True,True,400,423,0,0,True
1801,True,True,True,True,True,True,True,440,924,0,0,True
1802,True,True,True,True,True,True,True,228,249,0,0,True
1803,True,True,True,True,True,True,True,180,526,0,0,True
1804,True,True,True,True,True,True,True,168,486,0,0,True
1805,True,True,True,True,True,True,True,168,486,0,0,True
1806,True,False,True,False,True,False,True,259,1011,0,0,False
1807,True,True,True,True,True,True,True,230,685,0,0,True
1808,True,True,True,True,True,True,True,222,661,0,0,True
1809,True,True,True,True,True,True,True,201,452,0,0,False
1810,True,True,True,True,True,True,True,194,580,0,0,True
1811,True,True,True,True,True,True,True,206,620,0,0,True
1812,True,True,True,True,True,True,True,230,688,0,0,True
1813,True,True,True,True,True,True,True,110,340,0,0,True
1814,True,True,True,True,True,False,True,220,491,0,0,True
1815,True,True,True,True,True,True,True,230,525,0,0,True
1816,True,True,True,True,True,True,True,320,371,0,0,True
1817,True,True,True,True,True,True,True,234,472,0,0,True
1818,True,True,True,True,True,False,True,182,361,0,0,True
1819,True,True,True,True,True,True,True,96,269,0,0,True
1820,True,True,True,True,True,True,True,96,269,0,0,True
1821,True,True,True,True,True,True,True,220,425,0,0,True
1822,True,True,True,True,True,True,True,188,544,0,0,True
1823,True,True,True,True,True,True,True,382,453,0,0,True
1824,True,True,True,True,True,True,True,138,282,0,0,True
1825,True,True,True,True,True,True,True,132,273,0,0,True
1826,True,True,True,True,True,True,True,116,261,0,0,True
1827,True,True,True,True,True,True,True,100,166,0,0,True
1828,True,True,True,True,True,True,True,124,224,0,0,True
1829,True,True,True,True,True,True,True,98,217,0,0,True
1830,True,True,True,True,True,False,True,188,214,0,0,True
1831,True,True,True,True,True,True,True,118,340,0,0,True
1832,True,True,True,True,True,True,True,178,314,0,0,True
1833,True,True,True,True,True,True,True,196,596,0,0,True
1834,True,True,True,True,True,True,True,122,256,0,0,True
1835,True,True,True,True,True,True,True,128,338,0,0,True
1836,True,True,True,True,True,True,True,312,704,0,0,True
1837,True,True,True,True,True,False,True,364,535,0,0,True
1838,True,True,True,True,True,True,True,230,533,0,0,True
1839,True,True,True,True,True,True,True,140,402,0,0,True
1840,True,True,True,True,True,True,True,118,242,0,0,True
1841,True,True,True,True,True,True,True,238,801,0,0,True
1842,True,True,True,True,True,True,True,172,656,0,0,True
1843,True,True,True,True,True,True,True,234,519,0,0,True
1844,True,True,True,True,True,True,True,178,379,0,0,True
1845,True,True,True,True,True,True,True,114,333,0,0,True
1846,True,True,True,True,True,True,True,104,292,0,0,True
1847,True,True,True,True,True,True,True,98,274,0,0,True
1848,True,True,True,True,True,True,True,344,373,0,0,True
1849,True,True,True,True,True,True,True,298,729,0,0,True
1850,True,True,True,True,True,True,True,100,280,0,0,True
