index,default_direction,single_recovery,single_ranking_complete,single_search_complete,single_top5_family,single_compute_cpu_seconds,single_directional_elapsed_sum_seconds,single_class_count,single_top1,single_top3,single_top5,single_top10,single_event_window_0_recovered,single_event_window_0_candidates,single_event_window_1_recovered,single_event_window_1_candidates,single_event_window_2_recovered,single_event_window_2_candidates,single_event_window_3_recovered,single_event_window_3_candidates,single_event_window_5_recovered,single_event_window_5_candidates,bidirectional_recovery,bidirectional_ranking_complete,bidirectional_search_complete,bidirectional_top5_family,bidirectional_compute_cpu_seconds,bidirectional_directional_elapsed_sum_seconds,bidirectional_class_count,bidirectional_top1,bidirectional_top3,bidirectional_top5,bidirectional_top10,bidirectional_event_window_0_recovered,bidirectional_event_window_0_candidates,bidirectional_event_window_1_recovered,bidirectional_event_window_1_candidates,bidirectional_event_window_2_recovered,bidirectional_event_window_2_candidates,bidirectional_event_window_3_recovered,bidirectional_event_window_3_candidates,bidirectional_event_window_5_recovered,bidirectional_event_window_5_candidates
0,R_to_P,recovered,True,True,recovered,608.1676882120001,158.26501706708223,530,False,True,True,True,False,1,False,1,True,2,True,2,True,4,recovered,True,True,recovered,1065.1563314940001,281.68616356886923,966,False,True,True,True,False,1,False,1,True,3,True,3,True,11
1,R_to_P,recovered,True,True,recovered,28.501733027,7.792614157311618,112,False,True,True,True,True,3,True,3,True,4,True,5,True,13,recovered,True,True,recovered,44.773154805,11.610838239546865,222,False,True,True,True,True,3,True,3,True,5,True,7,True,18
2,P_to_R,recovered,True,True,recovered,11.966520539,3.001803422346711,103,True,True,True,True,True,2,True,2,True,3,True,3,True,14,recovered,True,True,recovered,188.073402719,35.863881369587034,2796,True,True,True,True,True,2,True,2,True,3,True,3,True,15
3,R_to_P,recovered,True,True,recovered,5.267285821,0.9701121971011162,15,True,True,True,True,True,1,True,1,True,2,True,2,True,4,recovered,True,True,recovered,34.44852121,8.22811141749844,280,True,True,True,True,True,1,True,1,True,2,True,2,True,4
4,P_to_R,recovered,True,True,recovered,12.134946627,3.188341725850478,96,True,True,True,True,True,1,True,2,True,2,True,3,True,8,recovered,True,True,recovered,48.762463047,11.816625562729314,244,True,True,True,True,True,1,True,2,True,2,True,3,True,14
5,R_to_P,recovered,True,True,recovered,5.549574837000001,1.371979865245521,53,False,True,True,True,False,2,False,2,False,2,True,3,True,9,recovered,True,True,recovered,12.621351244999998,3.1316498508676887,93,False,True,True,True,False,2,False,2,False,2,True,3,True,11
6,R_to_P,recovered,True,True,recovered,1.768345871,0.3447383623570204,12,True,True,True,True,True,1,True,2,True,4,True,5,True,8,recovered,True,True,recovered,2.796353096,0.6158702112734318,21,True,True,True,True,True,1,True,2,True,4,True,5,True,11
7,P_to_R,not_recovered,True,True,not_recovered,61.7485814,10.373458406887949,10,False,False,False,False,False,1,False,1,False,2,False,3,False,4,not_recovered,True,True,not_recovered,231.213046041,38.819919012486935,1374,False,False,False,False,False,1,False,1,False,2,False,3,False,31
8,R_to_P,recovered,True,True,recovered,10.109951198000001,2.3703830605372787,70,False,True,True,True,False,1,False,1,True,4,True,5,True,9,recovered,True,True,recovered,43.516425336000005,11.578726497478783,148,False,True,True,True,False,1,False,1,True,4,True,5,True,9
9,R_to_P,recovered,True,True,recovered,9.745792776000002,2.408077646046877,48,False,True,True,True,False,1,True,3,True,4,True,5,True,11,recovered,True,True,recovered,20.684162246000003,5.509589049033821,88,False,False,True,True,False,2,True,5,True,8,True,11,True,20
10,R_to_P,recovered,True,True,recovered,41.693728203999996,7.991897524800152,39,False,True,True,True,True,2,True,2,True,7,True,9,True,21,recovered,True,True,recovered,95.33242646800001,18.105988782830536,84,False,True,True,True,True,2,True,2,True,7,True,9,True,24
11,R_to_P,recovered,True,True,recovered,17.939337795000004,4.30703258048743,151,False,True,True,True,True,3,True,3,True,5,True,7,True,28,recovered,True,True,recovered,35.018803109000004,8.7949791373685,263,False,True,True,True,True,3,True,3,True,6,True,8,True,37
12,R_to_P,recovered,True,True,recovered,32.633002605,6.2763412981294096,44,False,True,True,True,True,2,True,2,True,5,True,7,True,16,recovered,True,True,recovered,65.77652991,12.542006231378764,70,False,True,True,True,True,2,True,2,True,5,True,7,True,21
13,R_to_P,recovered,True,True,recovered,11.706782314,2.6495952578261495,84,True,True,True,True,True,1,True,2,True,2,True,2,True,9,recovered,True,True,recovered,134.19219704499997,34.844113756902516,823,True,True,True,True,True,1,True,2,True,2,True,2,True,9
14,R_to_P,recovered,True,True,recovered,9.554600588000001,2.500182759249583,109,False,True,True,True,False,1,True,2,True,3,True,4,True,7,recovered,True,True,recovered,28.638609652000003,7.358233397593722,211,False,True,True,True,False,1,True,2,True,3,True,4,True,7
15,R_to_P,recovered,True,True,recovered,4.351708961000001,0.9795619607903063,24,True,True,True,True,True,1,True,1,True,3,True,4,True,10,recovered,True,True,recovered,19.143623700000006,4.709151970222592,94,True,True,True,True,True,1,True,1,True,3,True,4,True,10
16,P_to_R,recovered,True,True,not_recovered,73.874363187,25.02022591792047,931,False,False,False,False,False,2,False,7,False,20,True,40,True,141,recovered,True,True,not_recovered,244.572398832,54.87341754720546,9088,False,False,False,False,False,2,False,7,False,22,True,43,True,165
17,R_to_P,recovered,True,True,recovered,239.212457537,63.449706132756546,293,False,True,True,True,False,1,False,1,True,3,True,9,True,33,recovered,True,True,recovered,863.7494946099999,252.6574133655522,721,False,True,True,True,False,1,False,1,True,4,True,10,True,34
18,R_to_P,recovered,True,True,recovered,4.144380618,1.1216855549719185,16,True,True,True,True,True,2,True,2,True,5,True,7,True,11,recovered,True,True,recovered,7.160494034,1.7152969215530902,25,True,True,True,True,True,2,True,2,True,5,True,7,True,14
19,R_to_P,not_recovered,True,True,not_recovered,270.00738817,87.69981753337197,233,False,False,False,False,False,1,False,1,False,2,False,4,False,11,not_recovered,True,True,not_recovered,493.170500572,163.5461815877352,593,False,False,False,False,False,1,False,1,False,2,False,4,False,12
20,R_to_P,recovered,True,True,recovered,29.919230504,8.35620508925058,183,False,True,True,True,False,1,False,1,True,4,True,9,True,21,recovered,True,True,recovered,70.108670192,18.574999840231612,281,False,True,True,True,False,1,False,1,True,4,True,10,True,31
21,P_to_R,recovered,True,True,recovered,13.357915186,4.532446977682412,85,False,False,True,True,False,2,True,5,True,7,True,10,True,22,recovered,True,True,recovered,26.121570939999998,7.751403210218996,269,False,False,True,True,False,2,True,5,True,8,True,11,True,24
22,P_to_R,recovered,True,True,recovered,12.585144449,2.435386131517589,21,False,True,True,True,False,2,False,2,True,4,True,11,True,19,recovered,True,True,recovered,47.119699450999995,10.56039013620466,112,False,True,True,True,False,2,False,2,True,4,True,14,True,24
23,P_to_R,recovered,True,True,recovered,5.084183971,1.680300229229033,44,True,True,True,True,True,1,True,1,True,2,True,4,True,8,recovered,True,True,recovered,10.893563574000002,3.42823800817132,497,True,True,True,True,True,1,True,1,True,2,True,4,True,8
24,R_to_P,recovered,True,True,recovered,11.438180377,2.367613337934017,18,True,True,True,True,True,2,True,2,True,3,True,5,True,7,recovered,True,True,recovered,22.402959271,4.610866107046604,20,True,True,True,True,True,2,True,2,True,3,True,5,True,7
25,R_to_P,recovered,True,True,recovered,41.843872514000005,11.555724335834384,128,True,True,True,True,True,1,True,1,True,2,True,4,True,15,recovered,True,True,recovered,107.366804308,28.382990120910108,319,True,True,True,True,True,1,True,1,True,2,True,4,True,16
26,R_to_P,recovered,True,True,recovered,14.316536313,3.444523935439065,23,False,True,True,True,True,2,True,2,True,4,True,6,True,8,recovered,True,True,recovered,27.010380566,6.137467880034819,28,False,True,True,True,True,2,True,2,True,4,True,6,True,8
27,R_to_P,recovered,True,True,recovered,31.971994787999993,9.681861063465476,212,False,True,True,True,True,3,True,3,True,15,True,15,True,29,recovered,True,True,recovered,154.778795933,49.920719062909484,673,False,False,True,True,True,4,True,4,True,23,True,23,True,42
28,R_to_P,recovered,True,True,recovered,6.52161143,2.1008746083825827,42,False,True,True,True,False,1,False,1,True,3,True,3,True,8,recovered,True,True,recovered,11.027361688,3.5366003117524087,63,False,True,True,True,False,1,False,1,True,3,True,3,True,10
29,P_to_R,recovered,True,True,recovered,141.864730761,32.820155799156055,215,False,True,True,True,True,2,True,2,True,3,True,9,True,9,recovered,True,True,recovered,520.3948657220001,93.79393542651087,3773,False,True,True,True,True,2,True,2,True,3,True,9,True,10
30,R_to_P,recovered,True,True,recovered,31.770498848999992,10.356616791337729,146,False,False,True,True,False,2,False,2,True,6,True,10,True,33,recovered,True,True,recovered,73.59094711799999,21.80937868822366,357,False,False,True,True,False,2,False,2,True,6,True,10,True,39
31,R_to_P,recovered,True,True,recovered,8.560951910999998,2.31195792555809,37,True,True,True,True,True,2,True,2,True,5,True,7,True,12,recovered,True,True,recovered,15.742609425999998,3.7744074622169137,47,True,True,True,True,True,2,True,2,True,5,True,7,True,17
32,P_to_R,recovered,True,True,recovered,26.338896134,5.657629700144753,78,True,True,True,True,True,1,True,1,True,3,True,7,True,19,recovered,True,True,recovered,161.12855206700002,38.874945864779875,269,True,True,True,True,True,1,True,1,True,3,True,7,True,19
33,R_to_P,recovered,True,True,recovered,79.58453786400001,19.978433463023975,118,False,True,True,True,False,1,False,1,True,5,True,8,True,14,recovered,True,True,recovered,160.092658287,42.47505553998053,211,False,True,True,True,False,1,False,1,True,5,True,9,True,19
34,R_to_P,recovered,True,True,recovered,18.223115038,4.990230966359377,175,True,True,True,True,True,1,True,1,True,10,True,11,True,23,recovered,True,True,recovered,30.030200261,8.239558666013181,419,True,True,True,True,True,1,True,1,True,14,True,20,True,49
35,R_to_P,recovered,True,True,recovered,22.208312010000004,4.234113096259534,27,False,True,True,True,True,2,True,2,True,4,True,6,True,10,recovered,True,True,recovered,44.326719667999996,8.411828431300819,35,False,True,True,True,True,2,True,2,True,4,True,6,True,10
36,P_to_R,recovered,True,True,recovered,44.693129466,14.251232597976923,190,False,True,True,True,False,1,False,1,True,4,True,5,True,18,recovered,True,True,recovered,52.194121822,16.468248275108635,236,False,True,True,True,False,1,False,1,True,4,True,5,True,19
37,R_to_P,recovered,True,True,recovered,29.699579008,10.972431893460453,72,True,True,True,True,True,2,True,2,True,5,True,7,True,12,recovered,True,True,recovered,40.902103477,14.311134773073718,106,True,True,True,True,True,2,True,2,True,5,True,7,True,13
38,P_to_R,recovered,True,True,recovered,3.7438245339999994,0.9869690537452698,16,True,True,True,True,True,1,True,1,True,3,True,3,True,4,recovered,True,True,recovered,6.426897808,1.780126958154142,55,True,True,True,True,True,1,True,1,True,3,True,3,True,5
39,R_to_P,recovered,True,True,not_recovered,124.87373203700001,27.189366484992206,872,False,False,False,False,False,1,False,4,False,7,True,22,True,72,recovered,True,True,not_recovered,282.49047018100003,61.756311723031104,1556,False,False,False,False,False,1,False,4,False,7,True,22,True,77
40,R_to_P,recovered,True,True,recovered,25.964531914,6.475466942414641,244,True,True,True,True,True,1,True,1,True,2,True,3,True,6,recovered,True,True,recovered,162.638614133,43.826696736505255,986,True,True,True,True,True,1,True,1,True,2,True,3,True,7
41,R_to_P,recovered,True,True,recovered,35.33842618699999,8.424528636038303,25,True,True,True,True,True,2,True,2,True,2,True,2,True,4,recovered,True,True,recovered,63.98502417899999,13.650491871405393,47,True,True,True,True,True,2,True,2,True,2,True,2,True,4
42,R_to_P,recovered,True,True,recovered,16.5526352,3.7966754687950015,131,True,True,True,True,True,2,True,2,True,7,True,9,True,33,recovered,True,True,recovered,45.028936299,10.075650502927601,229,True,True,True,True,True,2,True,2,True,7,True,9,True,33
43,R_to_P,recovered,True,True,recovered,3.086698262,0.7797425789758563,34,False,True,True,True,False,1,False,1,True,3,True,3,True,5,recovered,True,True,recovered,6.562951761,1.50497490237467,55,False,True,True,True,False,1,False,1,True,3,True,3,True,6
44,R_to_P,recovered,True,True,recovered,181.948170847,49.778573877643794,416,False,False,False,False,False,1,False,1,False,4,False,4,False,7,recovered,True,True,recovered,308.32441105799995,84.85798117192462,625,False,False,False,False,False,2,False,2,False,5,False,5,False,9
45,P_to_R,recovered,True,True,recovered,9.347380212000001,3.356183717958629,69,False,True,True,True,True,2,True,2,True,6,True,14,True,31,recovered,True,True,recovered,32.51575240099999,8.665564823895693,1536,False,True,True,True,True,2,True,2,True,6,True,14,True,31
46,R_to_P,recovered,True,True,recovered,15.162212892000001,3.5560137678403407,107,True,True,True,True,True,1,True,1,True,4,True,6,True,13,recovered,True,True,recovered,62.904696326,16.2079018894583,231,True,True,True,True,True,1,True,1,True,4,True,7,True,14
47,R_to_P,recovered,True,True,recovered,1.962101174,0.3530149171128869,2,True,True,True,True,True,1,True,1,True,2,True,2,True,2,recovered,True,True,recovered,3.84832105,0.6813757051713765,2,True,True,True,True,True,1,True,1,True,2,True,2,True,2
48,R_to_P,recovered,True,True,not_recovered,175.69169428000004,46.75531521439552,400,False,False,False,True,False,1,False,1,True,7,True,10,True,26,recovered,True,True,not_recovered,487.53827728,137.46928256493993,1510,False,False,False,True,False,1,False,1,True,7,True,10,True,32
49,R_to_P,recovered,True,True,recovered,5.004906789000001,1.0750836462248117,79,False,True,True,True,True,3,True,4,True,11,True,16,True,25,recovered,True,True,recovered,9.401151814,2.288287021452561,173,False,True,True,True,True,3,True,4,True,11,True,18,True,33
50,R_to_P,recovered,True,True,not_recovered,2.8142829980000004,0.662502315826714,57,False,False,False,False,False,2,False,6,True,16,True,21,True,46,recovered,True,True,not_recovered,4.7692844800000005,1.0552058862522244,63,False,False,False,False,False,2,False,6,True,16,True,23,True,48
51,R_to_P,recovered,True,True,recovered,3.4297641579999993,1.178134466521442,38,False,True,True,True,False,1,False,1,True,3,True,3,True,8,recovered,True,True,recovered,6.806186445,1.8955055167898536,60,False,True,True,True,False,1,False,1,True,3,True,3,True,11
52,P_to_R,recovered,True,True,recovered,5.002302493999999,0.8944080155342817,1,True,True,True,True,True,1,True,1,True,1,True,1,True,1,recovered,True,True,recovered,13.755703257999999,2.7134217685088515,11,True,True,True,True,True,1,True,1,True,1,True,1,True,3
53,R_to_P,recovered,True,True,recovered,10.934539684000002,3.468972496688366,47,True,True,True,True,True,2,True,2,True,4,True,6,True,13,recovered,True,True,recovered,17.877802611,4.99523794464767,65,True,True,True,True,True,2,True,2,True,4,True,6,True,13
54,R_to_P,recovered,True,True,recovered,4.175505543,0.7991798343136907,1,True,True,True,True,True,1,True,1,True,1,True,1,True,1,recovered,True,True,recovered,8.238157384,1.459291173145175,4,True,True,True,True,True,1,True,1,True,1,True,2,True,4
55,R_to_P,recovered,True,True,recovered,10.090685631,1.9118188498541713,3,True,True,True,True,True,1,True,1,True,1,True,1,True,2,recovered,True,True,recovered,38.506665313999996,8.34381022118032,80,True,True,True,True,True,1,True,1,True,1,True,1,True,2
56,R_to_P,recovered,True,True,recovered,48.506739790000005,13.455511807464063,54,True,True,True,True,True,1,True,1,True,1,True,1,True,1,recovered,True,True,recovered,61.666706707,15.753205798566341,62,True,True,True,True,True,1,True,1,True,1,True,1,True,2
57,R_to_P,recovered,True,True,recovered,1.7599169409999997,0.3631091918796301,5,True,True,True,True,True,1,True,1,True,2,True,2,True,2,recovered,True,True,recovered,5.614317826000001,1.3621623390354216,21,True,True,True,True,True,1,True,1,True,2,True,2,True,2
58,P_to_R,recovered,True,True,recovered,3.9448984309999995,0.7318672926630825,10,True,True,True,True,True,1,True,1,True,1,True,1,True,8,recovered,True,True,recovered,10.810896727,2.240024663740769,51,True,True,True,True,True,1,True,1,True,1,True,1,True,9
59,R_to_P,recovered,True,True,recovered,3.7040746689999997,0.7568679193500429,2,True,True,True,True,True,1,True,1,True,2,True,2,True,2,recovered,True,True,recovered,8.241380832,1.4782982603646815,8,True,True,True,True,True,1,True,1,True,2,True,2,True,2
60,R_to_P,recovered,True,True,recovered,1.9821297129999995,0.3829352625180036,1,True,True,True,True,True,1,True,1,True,1,True,1,True,1,recovered,True,True,recovered,4.444797423,0.8643668184522539,21,True,True,True,True,True,1,True,1,True,1,True,2,True,6
61,R_to_P,recovered,True,True,recovered,43.468360162,9.157597330864519,64,True,True,True,True,True,2,True,2,True,6,True,8,True,24,recovered,True,True,recovered,90.934108636,17.401518610771745,116,True,True,True,True,True,2,True,2,True,6,True,8,True,31
62,R_to_P,recovered,True,True,recovered,5.3701313840000005,0.8574443175457418,3,True,True,True,True,True,1,True,1,True,1,True,1,True,3,recovered,True,True,recovered,17.45068275,6.134065314428881,18,True,True,True,True,True,1,True,1,True,1,True,1,True,3
63,P_to_R,recovered,True,True,recovered,2.5815354249999998,0.493942198343575,1,True,True,True,True,True,1,True,1,True,1,True,1,True,1,recovered,True,True,recovered,5.954841214,1.133978032739833,23,True,True,True,True,True,1,True,1,True,1,True,1,True,4
64,R_to_P,recovered,True,True,recovered,3.7255503559999994,0.794214335270226,39,True,True,True,True,True,1,True,1,True,3,True,3,True,4,recovered,True,True,recovered,6.888098006,1.5359484357759356,106,True,True,True,True,True,1,True,1,True,3,True,3,True,5
65,P_to_R,recovered,True,True,recovered,4.933659147999998,0.7864292915910482,1,True,True,True,True,True,1,True,1,True,1,True,1,True,1,recovered,True,True,recovered,15.127475411999999,2.721107603982091,32,True,True,True,True,True,1,True,1,True,1,True,1,True,6
66,R_to_P,recovered,True,True,recovered,419.02430956200004,121.38301827572286,236,False,True,True,True,False,1,False,1,True,3,True,3,True,4,recovered,True,True,recovered,450.53967458200003,128.8948262417689,423,False,True,True,True,False,1,False,1,True,3,True,3,True,5
67,R_to_P,recovered,True,True,recovered,7.117968370999999,1.2723503084853292,9,True,True,True,True,True,1,True,1,True,3,True,3,True,7,recovered,True,True,recovered,19.951715381999996,4.530069844797254,13,True,True,True,True,True,1,True,1,True,3,True,3,True,7
68,R_to_P,recovered,True,True,recovered,25.46558001,6.745514253154397,27,True,True,True,True,True,1,True,1,True,2,True,2,True,2,recovered,True,True,recovered,89.93551040800001,20.370305586606264,148,True,True,True,True,True,1,True,1,True,2,True,2,True,5
69,R_to_P,recovered,True,True,recovered,32.003870043,7.736580166965723,75,False,True,True,True,True,2,True,2,True,4,True,6,True,11,recovered,True,True,recovered,54.061290273000004,11.664735668804497,90,False,True,True,True,True,2,True,2,True,4,True,6,True,16
70,R_to_P,recovered,True,True,recovered,4.4727380750000005,1.255507695954293,8,True,True,True,True,True,1,True,1,True,2,True,2,True,2,recovered,True,True,recovered,10.245149468,2.8201497020199895,40,True,True,True,True,True,1,True,1,True,2,True,2,True,4
71,R_to_P,recovered,True,True,recovered,28.057739410000003,5.485055027296767,77,True,True,True,True,True,2,True,2,True,6,True,8,True,24,recovered,True,True,recovered,58.248341851000006,11.573501530801877,135,True,True,True,True,True,2,True,2,True,6,True,8,True,32
72,R_to_P,recovered,True,True,recovered,6.794479464,1.2866011960431933,2,True,True,True,True,True,1,True,1,True,1,True,1,True,2,recovered,True,True,recovered,13.297337269,2.1935670748353004,12,True,True,True,True,True,1,True,1,True,1,True,2,True,5
73,P_to_R,recovered,True,True,recovered,2.2503581429999997,0.5559594426304102,1,True,True,True,True,True,1,True,1,True,1,True,1,True,1,recovered,True,True,recovered,4.789509984,1.123730780556798,2,True,True,True,True,True,1,True,1,True,1,True,2,True,2
74,P_to_R,recovered,True,True,recovered,21.238320578999996,3.383500044234097,7,True,True,True,True,True,1,True,1,True,1,True,1,True,4,recovered,True,True,recovered,48.695817687999984,7.560784697299823,15,True,True,True,True,True,1,True,1,True,1,True,1,True,6
75,R_to_P,recovered,True,True,recovered,2.0266203419999997,0.5035718292929232,1,True,True,True,True,True,1,True,1,True,1,True,1,True,1,recovered,True,True,recovered,4.437443455,0.9183192912023515,12,True,True,True,True,True,1,True,1,True,1,True,1,True,2
76,P_to_R,recovered,True,True,recovered,5.081782542,2.060351225081831,12,True,True,True,True,True,1,True,1,True,2,True,3,True,7,recovered,True,True,recovered,16.383428122999998,5.020359635353088,50,True,True,True,True,True,1,True,1,True,2,True,3,True,8
77,R_to_P,recovered,True,True,recovered,14.885190038000001,4.425209025852382,31,True,True,True,True,True,1,True,1,True,3,True,3,True,6,recovered,True,True,recovered,22.232750821,6.676471506711096,69,True,True,True,True,True,1,True,1,True,3,True,3,True,8
78,R_to_P,recovered,True,True,recovered,7.959886482,1.9073153967037797,6,True,True,True,True,True,1,True,1,True,1,True,1,True,6,recovered,True,True,recovered,19.937183202999996,4.291798055404797,22,True,True,True,True,True,1,True,1,True,1,True,1,True,7
79,R_to_P,recovered,True,True,recovered,13.636766939000001,3.600526726571843,54,True,True,True,True,True,1,True,1,True,2,True,2,True,4,recovered,True,True,recovered,19.866740692000004,5.582012623548508,87,True,True,True,True,True,1,True,1,True,2,True,2,True,4
80,R_to_P,recovered,True,True,recovered,19.355872941999998,5.178233260754496,31,True,True,True,True,True,1,True,1,True,2,True,2,True,3,recovered,True,True,recovered,41.392784045999996,10.69441227754578,66,True,True,True,True,True,1,True,1,True,2,True,2,True,6
81,R_to_P,recovered,True,True,recovered,5.794299804,1.0202897461131215,2,True,True,True,True,True,1,True,1,True,1,True,1,True,2,recovered,True,True,recovered,18.118910926999998,3.8869969020597637,41,True,True,True,True,True,1,True,1,True,1,True,1,True,5
82,P_to_R,recovered,True,True,recovered,1.6627003690000004,0.31189210433512926,1,True,True,True,True,True,1,True,1,True,1,True,1,True,1,recovered,True,True,recovered,3.5851020000000005,0.6957156397402287,12,True,True,True,True,True,1,True,1,True,1,True,2,True,3
83,R_to_P,recovered,True,True,recovered,12.730802408,2.139480562414974,13,False,True,True,True,True,2,True,2,True,4,True,6,True,7,recovered,True,True,recovered,26.68688626,4.225439773872495,15,False,True,True,True,True,2,True,2,True,4,True,6,True,9
84,R_to_P,recovered,True,True,recovered,21.151095457,4.174506305716932,23,True,True,True,True,True,2,True,2,True,4,True,6,True,11,recovered,True,True,recovered,39.03924101799999,7.534252680605277,39,True,True,True,True,True,2,True,2,True,4,True,6,True,14
85,P_to_R,recovered,True,True,recovered,15.550874979000001,2.3649174105376005,7,True,True,True,True,True,1,True,1,True,1,True,1,True,3,recovered,True,True,recovered,33.568694027,4.8646922167390585,25,True,True,True,True,True,1,True,1,True,1,True,1,True,6
86,R_to_P,recovered,True,True,recovered,8.151867112,2.253108074888587,39,True,True,True,True,True,1,True,1,True,2,True,2,True,2,recovered,True,True,recovered,11.349310810999999,2.874615380074829,46,True,True,True,True,True,1,True,1,True,2,True,2,True,2
87,R_to_P,recovered,True,True,recovered,6.7849612010000016,1.591623446205631,10,True,True,True,True,True,2,True,2,True,3,True,5,True,5,recovered,True,True,recovered,13.038716996000002,2.856033215066418,19,True,True,True,True,True,2,True,2,True,3,True,5,True,5
88,P_to_R,recovered,True,True,recovered,5.556257138,0.8861818062141538,5,True,True,True,True,True,1,True,1,True,1,True,1,True,2,recovered,True,True,recovered,16.603286497,3.019769183592871,49,True,True,True,True,True,1,True,1,True,1,True,1,True,8
89,R_to_P,recovered,True,True,recovered,4.198161593,0.775153742171824,3,True,True,True,True,True,1,True,1,True,1,True,1,True,1,recovered,True,True,recovered,8.619894891,1.5391376176849008,9,True,True,True,True,True,1,True,1,True,1,True,1,True,3
90,R_to_P,recovered,True,True,recovered,25.196945767000003,6.9990030862390995,50,True,True,True,True,True,2,True,2,True,4,True,4,True,7,recovered,True,True,recovered,32.934149292,9.246886575594544,73,True,True,True,True,True,2,True,2,True,4,True,4,True,8
91,R_to_P,recovered,True,True,recovered,23.213003944000004,5.719813911244273,30,True,True,True,True,True,1,True,1,True,3,True,3,True,9,recovered,True,True,recovered,173.23591053300004,47.60480322595686,204,True,True,True,True,True,1,True,1,True,3,True,3,True,9
92,R_to_P,recovered,True,True,recovered,5.721490942,1.3578291442245245,21,True,True,True,True,True,1,True,1,True,2,True,3,True,8,recovered,True,True,recovered,15.575287651,3.9913508081808686,94,True,True,True,True,True,1,True,1,True,2,True,3,True,9
93,R_to_P,recovered,True,True,recovered,5.361712783,1.6207663472741842,20,True,True,True,True,True,1,True,1,True,3,True,3,True,6,recovered,True,True,recovered,8.466866875000001,2.473042449913919,38,True,True,True,True,True,1,True,1,True,3,True,3,True,7
94,R_to_P,recovered,True,True,recovered,1.9018188820000002,0.35810467367991805,3,True,True,True,True,True,1,True,1,True,2,True,2,True,2,recovered,True,True,recovered,6.529932325,2.182173790410161,53,True,True,True,True,True,1,True,1,True,2,True,2,True,2
95,R_to_P,recovered,True,True,recovered,13.156669654000003,3.621110102161765,18,True,True,True,True,True,1,True,1,True,1,True,2,True,4,recovered,True,True,recovered,157.916769534,47.7081397799775,142,True,True,True,True,True,1,True,1,True,1,True,2,True,5
96,R_to_P,recovered,True,True,recovered,3.459370927,0.620420377003029,4,True,True,True,True,True,1,True,1,True,2,True,2,True,2,recovered,True,True,recovered,8.651570319000001,1.828710985602811,14,True,True,True,True,True,1,True,1,True,2,True,2,True,2
97,R_to_P,recovered,True,True,recovered,9.065642478000001,2.0906343781389296,18,True,True,True,True,True,1,True,1,True,3,True,3,True,5,recovered,True,True,recovered,159.255082728,42.2009796211496,90,True,True,True,True,True,1,True,1,True,3,True,3,True,5
98,R_to_P,recovered,True,True,recovered,2.5462957840000007,1.7582821631804109,19,True,True,True,True,True,1,True,1,True,3,True,3,True,5,recovered,True,True,recovered,5.321434501000001,2.40430317283608,32,True,True,True,True,True,1,True,1,True,3,True,3,True,6
99,R_to_P,recovered,True,True,recovered,5.852377729,1.6051443489268422,10,True,True,True,True,True,1,True,1,True,2,True,2,True,2,recovered,True,True,recovered,11.714921956,3.8119019134901464,24,True,True,True,True,True,1,True,1,True,2,True,2,True,2
100,R_to_P,recovered,True,True,recovered,8.709872412000001,2.697546772658825,6,True,True,True,True,True,1,True,1,True,1,True,1,True,1,recovered,True,True,recovered,44.133769392000005,11.697315257042646,116,True,True,True,True,True,1,True,1,True,1,True,1,True,1
101,R_to_P,recovered,True,True,recovered,4.009684867,0.9921710686758161,15,True,True,True,True,True,1,True,1,True,1,True,2,True,6,recovered,True,True,recovered,19.427908346000002,5.633643033914268,99,True,True,True,True,True,1,True,1,True,1,True,2,True,10
102,R_to_P,recovered,True,True,recovered,34.154163736,6.8170293886214495,50,True,True,True,True,True,1,True,1,True,3,True,3,True,8,recovered,True,True,recovered,153.84032988500002,34.95488638523966,186,True,True,True,True,True,1,True,1,True,3,True,3,True,9
103,R_to_P,recovered,True,True,recovered,20.809159226,5.470334690064192,17,True,True,True,True,True,1,True,1,True,2,True,2,True,6,recovered,True,True,recovered,104.797219618,28.426869058981538,83,True,True,True,True,True,1,True,1,True,2,True,2,True,6
104,R_to_P,recovered,True,True,recovered,13.363316469,4.154280040413141,29,True,True,True,True,True,1,True,1,True,1,True,1,True,2,recovered,True,True,recovered,30.907949401000003,9.38699288200587,61,True,True,True,True,True,1,True,1,True,1,True,1,True,2
105,R_to_P,recovered,True,True,recovered,3.9837344999999997,1.3593803215771914,25,True,True,True,True,True,1,True,1,True,1,True,1,True,1,recovered,True,True,recovered,7.059254632999999,2.589645498432219,30,True,True,True,True,True,1,True,1,True,1,True,1,True,2
106,R_to_P,recovered,True,True,recovered,31.554893063,5.250443982891738,12,True,True,True,True,True,1,True,1,True,1,True,1,True,3,recovered,True,True,recovered,147.36704809600002,33.850769801065326,114,True,True,True,True,True,1,True,1,True,1,True,1,True,10
107,R_to_P,recovered,True,True,recovered,26.867570276000002,4.189207176910713,30,True,True,True,True,True,1,True,1,True,1,True,1,True,12,recovered,True,True,recovered,180.092288024,51.845918607665226,159,True,True,True,True,True,1,True,1,True,1,True,1,True,12
108,R_to_P,recovered,True,True,recovered,36.408674132,8.070607834495604,51,True,True,True,True,True,1,True,1,True,1,True,2,True,17,recovered,True,True,recovered,101.233660905,21.893318601883948,133,True,True,True,True,True,1,True,1,True,1,True,2,True,21
