JobID|State|ExitCode|ElapsedRaw|TotalCPU|CPUTimeRAW|AllocCPUS|MaxRSS|NodeList
452980_0|CANCELLED by 7711|0:0|379|00:00:00|6064|16||bosque20
452980_1|COMPLETED|0:0|33|00:03.802|528|16||bosque20
452980_1.batch|COMPLETED|0:0|33|00:03.799|528|16|3456K|bosque20
452980_1.extern|COMPLETED|0:0|34|00:00.003|544|16|4K|bosque20
452980_2|COMPLETED|0:0|39|00:27.033|624|16||bosque20
452980_2.batch|COMPLETED|0:0|39|00:27.030|624|16|3456K|bosque20
452980_2.extern|COMPLETED|0:0|39|00:00.003|624|16|4K|bosque20
452980_3|COMPLETED|0:0|40|00:41.839|640|16||bosque20
452980_3.batch|COMPLETED|0:0|40|00:41.836|640|16|3336K|bosque20
452980_3.extern|COMPLETED|0:0|40|00:00.003|640|16|4K|bosque20
452980_4|COMPLETED|0:0|39|00:05.682|624|16||bosque26
452980_4.batch|COMPLETED|0:0|39|00:05.679|624|16|3296K|bosque26
452980_4.extern|COMPLETED|0:0|39|00:00.003|624|16|4K|bosque26
452980_5|COMPLETED|0:0|35|00:08.354|560|16||bosque26
452980_5.batch|COMPLETED|0:0|35|00:08.351|560|16|3524K|bosque26
452980_5.extern|COMPLETED|0:0|35|00:00.003|560|16|4K|bosque26
452980_6|COMPLETED|0:0|36|00:27.221|576|16||bosque26
452980_6.batch|COMPLETED|0:0|36|00:27.218|576|16|3488K|bosque26
452980_6.extern|COMPLETED|0:0|37|00:00.003|592|16|4K|bosque26
452980_7|COMPLETED|0:0|35|00:16.824|560|16||bosque26
452980_7.batch|COMPLETED|0:0|35|00:16.821|560|16|3320K|bosque26
452980_7.extern|COMPLETED|0:0|35|00:00.003|560|16|4K|bosque26
452980_8|COMPLETED|0:0|39|00:28.678|624|16||bosque56
452980_8.batch|COMPLETED|0:0|39|00:28.674|624|16|3348K|bosque56
452980_8.extern|COMPLETED|0:0|39|00:00.003|624|16|4K|bosque56
452980_9|COMPLETED|0:0|42|00:23.808|672|16||bosque56
452980_9.batch|COMPLETED|0:0|42|00:23.805|672|16|3368K|bosque56
452980_9.extern|COMPLETED|0:0|42|00:00.003|672|16|4K|bosque56
452980_10|COMPLETED|0:0|37|00:08.918|592|16||bosque56
452980_10.batch|COMPLETED|0:0|37|00:08.914|592|16|3368K|bosque56
452980_10.extern|COMPLETED|0:0|37|00:00.003|592|16|304K|bosque56
452980_11|COMPLETED|0:0|39|00:10.837|624|16||bosque56
452980_11.batch|COMPLETED|0:0|39|00:10.834|624|16|3396K|bosque56
452980_11.extern|COMPLETED|0:0|39|00:00.003|624|16|4K|bosque56
452980_12|COMPLETED|0:0|56|01:04.273|896|16||bosque67
452980_12.batch|COMPLETED|0:0|56|01:04.270|896|16|3364K|bosque67
452980_12.extern|COMPLETED|0:0|56|00:00.003|896|16|4K|bosque67
452980_13|COMPLETED|0:0|47|01:13.176|752|16||bosque67
452980_13.batch|COMPLETED|0:0|47|01:13.173|752|16|3404K|bosque67
452980_13.extern|COMPLETED|0:0|47|00:00.003|752|16|4K|bosque67
452980_14|COMPLETED|0:0|42|00:45.408|672|16||bosque67
452980_14.batch|COMPLETED|0:0|42|00:45.404|672|16|3456K|bosque67
452980_14.extern|COMPLETED|0:0|42|00:00.003|672|16|4K|bosque67
452980_15|COMPLETED|0:0|37|00:40.721|592|16||bosque67
452980_15.batch|COMPLETED|0:0|37|00:40.717|592|16|3412K|bosque67
452980_15.extern|COMPLETED|0:0|37|00:00.003|592|16|4K|bosque67
452980_16|COMPLETED|0:0|33|00:18.405|528|16||bosque44
452980_16.batch|COMPLETED|0:0|33|00:18.401|528|16|3308K|bosque44
452980_16.extern|COMPLETED|0:0|34|00:00.003|544|16|4K|bosque44
452980_17|COMPLETED|0:0|33|00:15.967|528|16||bosque44
452980_17.batch|COMPLETED|0:0|33|00:15.964|528|16|3444K|bosque44
452980_17.extern|COMPLETED|0:0|33|00:00.003|528|16|1036K|bosque44
452980_18|COMPLETED|0:0|50|01:18.202|800|16||bosque44
452980_18.batch|COMPLETED|0:0|50|01:18.198|800|16|3388K|bosque44
452980_18.extern|COMPLETED|0:0|50|00:00.003|800|16|4K|bosque44
452980_19|COMPLETED|0:0|40|00:45.698|640|16||bosque44
452980_19.batch|COMPLETED|0:0|40|00:45.694|640|16|3444K|bosque44
452980_19.extern|COMPLETED|0:0|40|00:00.003|640|16|4K|bosque44
452980_20|COMPLETED|0:0|40|00:24.738|640|16||bosque44
452980_20.batch|COMPLETED|0:0|40|00:24.734|640|16|3356K|bosque44
452980_20.extern|COMPLETED|0:0|40|00:00.003|640|16|4K|bosque44
452980_21|CANCELLED by 7711|0:0|379|00:00:00|6064|16||bosque46
452980_22|COMPLETED|0:0|71|03:58.351|1136|16||bosque46
452980_22.batch|COMPLETED|0:0|71|03:58.347|1136|16|1082332K|bosque46
452980_22.extern|COMPLETED|0:0|72|00:00.003|1152|16|988K|bosque46
452980_23|COMPLETED|0:0|46|00:29.316|736|16||bosque46
452980_23.batch|COMPLETED|0:0|46|00:29.313|736|16|3516K|bosque46
452980_23.extern|COMPLETED|0:0|46|00:00.003|736|16|300K|bosque46
452980_24|COMPLETED|0:0|50|00:47.503|800|16||bosque46
452980_24.batch|COMPLETED|0:0|50|00:47.499|800|16|3528K|bosque46
452980_24.extern|COMPLETED|0:0|50|00:00.003|800|16|4K|bosque46
452980_25|COMPLETED|0:0|73|02:33.204|1168|16||bosque46
452980_25.batch|COMPLETED|0:0|73|02:33.200|1168|16|813680K|bosque46
452980_25.extern|COMPLETED|0:0|74|00:00.003|1184|16|1008K|bosque46
452980_26|COMPLETED|0:0|45|00:48.526|720|16||bosque70
452980_26.batch|COMPLETED|0:0|45|00:48.522|720|16|3304K|bosque70
452980_26.extern|COMPLETED|0:0|45|00:00.003|720|16|4K|bosque70
452980_27|COMPLETED|0:0|64|02:33.526|1024|16||bosque70
452980_27.batch|COMPLETED|0:0|64|02:33.523|1024|16|720912K|bosque70
452980_27.extern|COMPLETED|0:0|65|00:00.003|1040|16|1020K|bosque70
452980_28|COMPLETED|0:0|33|00:11.169|528|16||bosque70
452980_28.batch|COMPLETED|0:0|33|00:11.166|528|16|3520K|bosque70
452980_28.extern|COMPLETED|0:0|33|00:00.003|528|16|1028K|bosque70
452980_29|COMPLETED|0:0|43|00:22.283|688|16||bosque70
452980_29.batch|COMPLETED|0:0|43|00:22.280|688|16|3512K|bosque70
452980_29.extern|COMPLETED|0:0|43|00:00.003|688|16|4K|bosque70
452980_30|COMPLETED|0:0|36|00:11.489|576|16||bosque70
452980_30.batch|COMPLETED|0:0|36|00:11.486|576|16|3292K|bosque70
452980_30.extern|COMPLETED|0:0|36|00:00.003|576|16|4K|bosque70
452980_31|COMPLETED|0:0|40|00:22.822|640|16||bosque72
452980_31.batch|COMPLETED|0:0|40|00:22.819|640|16|3320K|bosque72
452980_31.extern|COMPLETED|0:0|40|00:00.003|640|16|4K|bosque72
452980_32|COMPLETED|0:0|16|00:12.805|256|16||bosque67
452980_32.batch|COMPLETED|0:0|16|00:12.801|256|16|3224K|bosque67
452980_32.extern|COMPLETED|0:0|16|00:00.003|256|16|4K|bosque67
452980_33|COMPLETED|0:0|11|00:15.585|176|16||bosque70
452980_33.batch|COMPLETED|0:0|11|00:15.581|176|16|3512K|bosque70
452980_33.extern|COMPLETED|0:0|11|00:00.003|176|16|4K|bosque70
452980_34|COMPLETED|0:0|12|00:12.909|192|16||bosque70
452980_34.batch|COMPLETED|0:0|12|00:12.906|192|16|3384K|bosque70
452980_34.extern|COMPLETED|0:0|12|00:00.003|192|16|4K|bosque70
452980_35|COMPLETED|0:0|8|00:15.153|128|16||bosque20
452980_35.batch|COMPLETED|0:0|8|00:15.150|128|16|3504K|bosque20
452980_35.extern|COMPLETED|0:0|8|00:00.003|128|16|4K|bosque20
452980_36|COMPLETED|0:0|15|00:54.784|240|16||bosque20
452980_36.batch|COMPLETED|0:0|15|00:54.781|240|16|3424K|bosque20
452980_36.extern|COMPLETED|0:0|15|00:00.003|240|16|4K|bosque20
452980_37|COMPLETED|0:0|16|00:30.229|256|16||bosque20
452980_37.batch|COMPLETED|0:0|16|00:30.226|256|16|3388K|bosque20
452980_37.extern|COMPLETED|0:0|16|00:00.003|256|16|4K|bosque20
452980_38|COMPLETED|0:0|21|00:54.779|336|16||bosque56
452980_38.batch|COMPLETED|0:0|21|00:54.776|336|16|3252K|bosque56
452980_38.extern|COMPLETED|0:0|21|00:00.003|336|16|4K|bosque56
452980_39|COMPLETED|0:0|17|00:29.684|272|16||bosque56
452980_39.batch|COMPLETED|0:0|17|00:29.681|272|16|3364K|bosque56
452980_39.extern|COMPLETED|0:0|17|00:00.003|272|16|4K|bosque56
452980_40|COMPLETED|0:0|13|00:07.168|208|16||bosque56
452980_40.batch|COMPLETED|0:0|13|00:07.164|208|16|3308K|bosque56
452980_40.extern|COMPLETED|0:0|13|00:00.003|208|16|4K|bosque56
452980_41|COMPLETED|0:0|12|00:06.079|192|16||bosque26
452980_41.batch|COMPLETED|0:0|12|00:06.075|192|16|3232K|bosque26
452980_41.extern|COMPLETED|0:0|12|00:00.003|192|16|4K|bosque26
452980_42|COMPLETED|0:0|13|00:06.638|208|16||bosque26
452980_42.batch|COMPLETED|0:0|13|00:06.635|208|16|3372K|bosque26
452980_42.extern|COMPLETED|0:0|13|00:00.003|208|16|3352K|bosque26
452980_43|COMPLETED|0:0|13|00:09.485|208|16||bosque26
452980_43.batch|COMPLETED|0:0|13|00:09.482|208|16|3452K|bosque26
452980_43.extern|COMPLETED|0:0|13|00:00.003|208|16|300K|bosque26
452980_44|COMPLETED|0:0|9|00:05.872|144|16||bosque26
452980_44.batch|COMPLETED|0:0|9|00:05.869|144|16|3340K|bosque26
452980_44.extern|COMPLETED|0:0|9|00:00.003|144|16|4K|bosque26
452980_45|COMPLETED|0:0|17|00:10.243|272|16||bosque44
452980_45.batch|COMPLETED|0:0|17|00:10.239|272|16|3392K|bosque44
452980_45.extern|COMPLETED|0:0|17|00:00.003|272|16|4K|bosque44
452980_46|COMPLETED|0:0|10|00:06.963|160|16||bosque44
452980_46.batch|COMPLETED|0:0|10|00:06.960|160|16|3504K|bosque44
452980_46.extern|COMPLETED|0:0|10|00:00.003|160|16|4K|bosque44
452980_47|COMPLETED|0:0|11|00:06.107|176|16||bosque44
452980_47.batch|COMPLETED|0:0|11|00:06.103|176|16|3528K|bosque44
452980_47.extern|COMPLETED|0:0|11|00:00.003|176|16|4K|bosque44
452980_48|COMPLETED|0:0|12|00:05.866|192|16||bosque44
452980_48.batch|COMPLETED|0:0|12|00:05.863|192|16|3304K|bosque44
452980_48.extern|COMPLETED|0:0|12|00:00.003|192|16|304K|bosque44
452980_49|COMPLETED|0:0|14|00:10.463|224|16||bosque72
452980_49.batch|COMPLETED|0:0|14|00:10.460|224|16|3412K|bosque72
452980_49.extern|COMPLETED|0:0|15|00:00.003|240|16|4K|bosque72
452980_50|CANCELLED by 7711|0:0|319|00:00:00|5104|16||bosque46
452980_51|CANCELLED by 7711|0:0|319|00:00:00|5104|16||bosque46
452980_52|COMPLETED|0:0|65|06:58.723|1040|16||bosque20
452980_52.batch|COMPLETED|0:0|65|06:58.720|1040|16|5460232K|bosque20
452980_52.extern|COMPLETED|0:0|65|00:00.003|1040|16|1108K|bosque20
452980_53|CANCELLED by 7711|0:0|319|00:00:00|5104|16||bosque20
452980_54|COMPLETED|0:0|40|02:55.242|640|16||bosque20
452980_54.batch|COMPLETED|0:0|40|02:55.238|640|16|3416K|bosque20
452980_54.extern|COMPLETED|0:0|40|00:00.003|640|16|4K|bosque20
452980_55|COMPLETED|0:0|217|19:20.645|3472|16||bosque56
452980_55.batch|COMPLETED|0:0|217|19:20.642|3472|16|8020528K|bosque56
452980_55.extern|COMPLETED|0:0|217|00:00.003|3472|16|1016K|bosque56
452980_56|COMPLETED|0:0|51|06:21.130|816|16||bosque56
452980_56.batch|COMPLETED|0:0|51|06:21.126|816|16|2442124K|bosque56
452980_56.extern|COMPLETED|0:0|51|00:00.003|816|16|1M|bosque56
452980_57|COMPLETED|0:0|44|04:30.174|704|16||bosque56
452980_57.batch|COMPLETED|0:0|44|04:30.171|704|16|494472K|bosque56
452980_57.extern|COMPLETED|0:0|44|00:00.003|704|16|1004K|bosque56
452980_58|COMPLETED|0:0|22|00:51.987|352|16||bosque26
452980_58.batch|COMPLETED|0:0|22|00:51.984|352|16|3328K|bosque26
452980_58.extern|COMPLETED|0:0|22|00:00.003|352|16|4K|bosque26
452980_59|COMPLETED|0:0|76|06:13.029|1216|16||bosque26
452980_59.batch|COMPLETED|0:0|76|06:13.026|1216|16|1870304K|bosque26
452980_59.extern|COMPLETED|0:0|76|00:00.003|1216|16|3320K|bosque26
452980_60|CANCELLED by 7711|0:0|319|00:00:00|5104|16||bosque26
452980_61|COMPLETED|0:0|80|06:12.881|1280|16||bosque26
452980_61.batch|COMPLETED|0:0|80|06:12.878|1280|16|1870564K|bosque26
452980_61.extern|COMPLETED|0:0|80|00:00.003|1280|16|1012K|bosque26
452980_62|CANCELLED by 7711|0:0|319|00:00:00|5104|16||bosque67
452980_63|COMPLETED|0:0|39|02:05.391|624|16||bosque67
452980_63.batch|COMPLETED|0:0|39|02:05.388|624|16|3488K|bosque67
452980_63.extern|COMPLETED|0:0|39|00:00.003|624|16|4K|bosque67
452980_64|CANCELLED by 7711|0:0|319|00:00:00|5104|16||bosque67
452980_65|COMPLETED|0:0|23|01:09.575|368|16||bosque67
452980_65.batch|COMPLETED|0:0|23|01:09.571|368|16|3336K|bosque67
452980_65.extern|COMPLETED|0:0|23|00:00.003|368|16|4K|bosque67
452980_66|COMPLETED|0:0|39|01:58.165|624|16||bosque70
452980_66.batch|COMPLETED|0:0|39|01:58.162|624|16|3404K|bosque70
452980_66.extern|COMPLETED|0:0|39|00:00.003|624|16|4K|bosque70
452980_67|COMPLETED|0:0|21|01:09.672|336|16||bosque70
452980_67.batch|COMPLETED|0:0|21|01:09.669|336|16|3476K|bosque70
452980_67.extern|COMPLETED|0:0|21|00:00.003|336|16|1M|bosque70
452980_68|CANCELLED by 7711|0:0|319|00:00:00|5104|16||bosque70
452980_69|CANCELLED by 7711|0:0|319|00:00:00|5104|16||bosque70
452980_70|COMPLETED|0:0|20|00:45.487|320|16||bosque81
452980_70.batch|COMPLETED|0:0|20|00:45.484|320|16|3408K|bosque81
452980_70.extern|COMPLETED|0:0|20|00:00.003|320|16|4K|bosque81
452980_71|CANCELLED by 7711|0:0|319|00:00:00|5104|16||bosque81
452980_72|COMPLETED|0:0|28|01:08.473|448|16||bosque81
452980_72.batch|COMPLETED|0:0|28|01:08.470|448|16|3532K|bosque81
452980_72.extern|COMPLETED|0:0|28|00:00.003|448|16|4K|bosque81
452980_73|COMPLETED|0:0|21|00:47.338|336|16||bosque81
452980_73.batch|COMPLETED|0:0|21|00:47.335|336|16|3436K|bosque81
452980_73.extern|COMPLETED|0:0|21|00:00.003|336|16|4K|bosque81
452980_74|COMPLETED|0:0|28|01:26.896|448|16||bosque44
452980_74.batch|COMPLETED|0:0|28|01:26.892|448|16|3340K|bosque44
452980_74.extern|COMPLETED|0:0|28|00:00.003|448|16|4K|bosque44
452980_75|COMPLETED|0:0|21|00:45.633|336|16||bosque44
452980_75.batch|COMPLETED|0:0|21|00:45.630|336|16|3388K|bosque44
452980_75.extern|COMPLETED|0:0|21|00:00.003|336|16|4K|bosque44
452980_76|COMPLETED|0:0|18|01:05.673|288|16||bosque26
452980_76.batch|COMPLETED|0:0|18|01:05.669|288|16|3328K|bosque26
452980_76.extern|COMPLETED|0:0|18|00:00.003|288|16|4K|bosque26
452980_77|COMPLETED|0:0|25|01:09.990|400|16||bosque56
452980_77.batch|COMPLETED|0:0|25|01:09.986|400|16|3380K|bosque56
452980_77.extern|COMPLETED|0:0|25|00:00.003|400|16|304K|bosque56
452980_78|COMPLETED|0:0|21|01:00.156|336|16||bosque67
452980_78.batch|COMPLETED|0:0|21|01:00.152|336|16|3316K|bosque67
452980_78.extern|COMPLETED|0:0|21|00:00.003|336|16|4K|bosque67
452980_79|COMPLETED|0:0|28|02:00.261|448|16||bosque46
452980_79.batch|COMPLETED|0:0|28|02:00.258|448|16|3424K|bosque46
452980_79.extern|COMPLETED|0:0|28|00:00.003|448|16|4K|bosque46
452980_80|COMPLETED|0:0|16|00:57.280|256|16||bosque46
452980_80.batch|COMPLETED|0:0|16|00:57.276|256|16|3360K|bosque46
452980_80.extern|COMPLETED|0:0|16|00:00.003|256|16|4K|bosque46
452980_81|COMPLETED|0:0|32|02:05.311|512|16||bosque70
452980_81.batch|COMPLETED|0:0|32|02:05.308|512|16|3444K|bosque70
452980_81.extern|COMPLETED|0:0|32|00:00.003|512|16|4K|bosque70
452980_82|COMPLETED|0:0|21|00:58.081|336|16||bosque70
452980_82.batch|COMPLETED|0:0|21|00:58.077|336|16|3524K|bosque70
452980_82.extern|COMPLETED|0:0|21|00:00.003|336|16|4K|bosque70
452980_83|COMPLETED|0:0|18|00:57.001|288|16||bosque81
452980_83.batch|COMPLETED|0:0|18|00:56.997|288|16|3372K|bosque81
452980_83.extern|COMPLETED|0:0|18|00:00.003|288|16|4K|bosque81
452980_84|COMPLETED|0:0|16|00:55.730|256|16||bosque81
452980_84.batch|COMPLETED|0:0|16|00:55.726|256|16|3448K|bosque81
452980_84.extern|COMPLETED|0:0|17|00:00.003|272|16|4K|bosque81
452980_85|COMPLETED|0:0|15|00:58.579|240|16||bosque81
452980_85.batch|COMPLETED|0:0|15|00:58.575|240|16|3296K|bosque81
452980_85.extern|COMPLETED|0:0|15|00:00.003|240|16|4K|bosque81
452980_86|COMPLETED|0:0|17|00:57.797|272|16||bosque44
452980_86.batch|COMPLETED|0:0|17|00:57.793|272|16|3428K|bosque44
452980_86.extern|COMPLETED|0:0|17|00:00.003|272|16|4K|bosque44
452980_87|COMPLETED|0:0|17|00:54.829|272|16||bosque44
452980_87.batch|COMPLETED|0:0|17|00:54.826|272|16|3464K|bosque44
452980_87.extern|COMPLETED|0:0|17|00:00.003|272|16|4K|bosque44
452980_88|CANCELLED by 7711|0:0|259|00:00:00|4144|16||bosque20
452980_89|COMPLETED|0:0|43|02:42.645|688|16||bosque26
452980_89.batch|COMPLETED|0:0|43|02:42.641|688|16|731676K|bosque26
452980_89.extern|COMPLETED|0:0|44|00:00.003|704|16|1056K|bosque26
452980_90|COMPLETED|0:0|24|01:16.628|384|16||bosque46
452980_90.batch|COMPLETED|0:0|24|01:16.625|384|16|3416K|bosque46
452980_90.extern|COMPLETED|0:0|24|00:00.003|384|16|4K|bosque46
452980_91|COMPLETED|0:0|27|01:32.649|432|16||bosque46
452980_91.batch|COMPLETED|0:0|27|01:32.645|432|16|3404K|bosque46
452980_91.extern|COMPLETED|0:0|27|00:00.003|432|16|4K|bosque46
452980_92|COMPLETED|0:0|53|04:38.671|848|16||bosque67
452980_92.batch|COMPLETED|0:0|53|04:38.668|848|16|1246544K|bosque67
452980_92.extern|COMPLETED|0:0|53|00:00.003|848|16|1052K|bosque67
452980_93|COMPLETED|0:0|23|01:06.741|368|16||bosque67
452980_93.batch|COMPLETED|0:0|23|01:06.738|368|16|3376K|bosque67
452980_93.extern|COMPLETED|0:0|23|00:00.003|368|16|4K|bosque67
452980_94|CANCELLED by 7711|0:0|259|00:00:00|4144|16||bosque70
452980_95|COMPLETED|0:0|18|01:09.487|288|16||bosque70
452980_95.batch|COMPLETED|0:0|18|01:09.483|288|16|3456K|bosque70
452980_95.extern|COMPLETED|0:0|18|00:00.003|288|16|4K|bosque70
452980_96|COMPLETED|0:0|23|01:14.740|368|16||bosque56
452980_96.batch|COMPLETED|0:0|23|01:14.737|368|16|3372K|bosque56
452980_96.extern|COMPLETED|0:0|23|00:00.003|368|16|4K|bosque56
452980_97|COMPLETED|0:0|63|05:37.763|1008|16||bosque56
452980_97.batch|COMPLETED|0:0|63|05:37.760|1008|16|1077328K|bosque56
452980_97.extern|COMPLETED|0:0|63|00:00.003|1008|16|1028K|bosque56
452980_98|CANCELLED by 7711|0:0|259|00:00:00|4144|16||bosque56
452980_99|COMPLETED|0:0|102|10:05.393|1632|16||bosque81
452980_99.batch|COMPLETED|0:0|102|10:05.389|1632|16|2619476K|bosque81
452980_99.extern|COMPLETED|0:0|102|00:00.003|1632|16|1032K|bosque81
452980_100|CANCELLED by 7711|0:0|259|00:00:00|4144|16||bosque81
452980_101|COMPLETED|0:0|21|01:09.532|336|16||bosque81
452980_101.batch|COMPLETED|0:0|21|01:09.528|336|16|3332K|bosque81
452980_101.extern|COMPLETED|0:0|21|00:00.003|336|16|4K|bosque81
452980_102|COMPLETED|0:0|21|01:08.460|336|16||bosque44
452980_102.batch|COMPLETED|0:0|21|01:08.457|336|16|3420K|bosque44
452980_102.extern|COMPLETED|0:0|21|00:00.003|336|16|4K|bosque44
452980_103|COMPLETED|0:0|21|01:11.458|336|16||bosque44
452980_103.batch|COMPLETED|0:0|21|01:11.455|336|16|3496K|bosque44
452980_103.extern|COMPLETED|0:0|21|00:00.003|336|16|3216K|bosque44
452980_104|COMPLETED|0:0|10|00:45.049|160|16||bosque20
452980_104.batch|COMPLETED|0:0|10|00:45.046|160|16|3420K|bosque20
452980_104.extern|COMPLETED|0:0|10|00:00.003|160|16|4K|bosque20
452980_105|COMPLETED|0:0|10|00:50.666|160|16||bosque56
452980_105.batch|COMPLETED|0:0|10|00:50.663|160|16|3380K|bosque56
452980_105.extern|COMPLETED|0:0|10|00:00.003|160|16|4K|bosque56
452980_106|COMPLETED|0:0|15|01:08.415|240|16||bosque67
452980_106.batch|COMPLETED|0:0|15|01:08.412|240|16|3340K|bosque67
452980_106.extern|COMPLETED|0:0|15|00:00.003|240|16|4K|bosque67
452980_107|COMPLETED|0:0|11|00:47.084|176|16||bosque81
452980_107.batch|COMPLETED|0:0|11|00:47.080|176|16|3352K|bosque81
452980_107.extern|COMPLETED|0:0|11|00:00.003|176|16|4K|bosque81
452980_108|COMPLETED|0:0|19|01:26.413|304|16||bosque26
452980_108.batch|COMPLETED|0:0|19|01:26.410|304|16|3440K|bosque26
452980_108.extern|COMPLETED|0:0|19|00:00.003|304|16|4K|bosque26
452980_109|COMPLETED|0:0|10|00:46.009|160|16||bosque26
452980_109.batch|COMPLETED|0:0|10|00:46.006|160|16|3296K|bosque26
452980_109.extern|COMPLETED|0:0|11|00:00.003|176|16|4K|bosque26
452980_110|COMPLETED|0:0|15|01:16.107|240|16||bosque46
452980_110.batch|COMPLETED|0:0|15|01:16.103|240|16|3364K|bosque46
452980_110.extern|COMPLETED|0:0|15|00:00.003|240|16|4K|bosque46
452980_111|COMPLETED|0:0|35|02:42.058|560|16||bosque46
452980_111.batch|COMPLETED|0:0|35|02:42.054|560|16|600516K|bosque46
452980_111.extern|COMPLETED|0:0|35|00:00.003|560|16|1116K|bosque46
452980_112|COMPLETED|0:0|14|01:16.404|224|16||bosque70
452980_112.batch|COMPLETED|0:0|14|01:16.401|224|16|3496K|bosque70
452980_112.extern|COMPLETED|0:0|14|00:00.003|224|16|4K|bosque70
452980_113|COMPLETED|0:0|19|01:32.673|304|16||bosque70
452980_113.batch|COMPLETED|0:0|19|01:32.669|304|16|3492K|bosque70
452980_113.extern|COMPLETED|0:0|19|00:00.003|304|16|4K|bosque70
452980_114|COMPLETED|0:0|47|04:40.567|752|16||bosque44
452980_114.batch|COMPLETED|0:0|47|04:40.564|752|16|1245956K|bosque44
452980_114.extern|COMPLETED|0:0|47|00:00.003|752|16|1044K|bosque44
452980_115|COMPLETED|0:0|15|01:08.018|240|16||bosque44
452980_115.batch|COMPLETED|0:0|15|01:08.015|240|16|3512K|bosque44
452980_115.extern|COMPLETED|0:0|15|00:00.003|240|16|308K|bosque44
452980_116|COMPLETED|0:0|59|06:22.490|944|16||bosque20
452980_116.batch|COMPLETED|0:0|59|06:22.487|944|16|1220064K|bosque20
452980_116.extern|COMPLETED|0:0|59|00:00.003|944|16|1060K|bosque20
452980_117|COMPLETED|0:0|14|01:10.335|224|16||bosque56
452980_117.batch|COMPLETED|0:0|14|01:10.331|224|16|3292K|bosque56
452980_117.extern|COMPLETED|0:0|14|00:00.003|224|16|4K|bosque56
452980_118|COMPLETED|0:0|3|00:00.209|48|16||bosque44
452980_118.batch|COMPLETED|0:0|3|00:00.206|48|16|3592K|bosque44
452980_118.extern|COMPLETED|0:0|3|00:00.003|48|16|4K|bosque44
452980_119|COMPLETED|0:0|3|00:03.280|48|16||bosque46
452980_119.batch|COMPLETED|0:0|3|00:03.277|48|16|3508K|bosque46
452980_119.extern|COMPLETED|0:0|3|00:00.003|48|16|4K|bosque46
452980_120|COMPLETED|0:0|2|00:03.892|32|16||bosque56
452980_120.batch|COMPLETED|0:0|2|00:03.889|32|16|3364K|bosque56
452980_120.extern|COMPLETED|0:0|2|00:00.003|32|16|3344K|bosque56
452980_121|COMPLETED|0:0|2|00:00:03|32|16||bosque81
452980_121.batch|COMPLETED|0:0|2|00:02.997|32|16|3408K|bosque81
452980_121.extern|COMPLETED|0:0|2|00:00.003|32|16|3312K|bosque81
452980_122|COMPLETED|0:0|3|00:03.233|48|16||bosque67
452980_122.batch|COMPLETED|0:0|3|00:03.230|48|16|3424K|bosque67
452980_122.extern|COMPLETED|0:0|3|00:00.003|48|16|4K|bosque67
452980_123|COMPLETED|0:0|3|00:03.230|48|16||bosque67
452980_123.batch|COMPLETED|0:0|3|00:03.226|48|16|3388K|bosque67
452980_123.extern|COMPLETED|0:0|3|00:00.003|48|16|4K|bosque67
452980_124|COMPLETED|0:0|3|00:03.296|48|16||bosque70
452980_124.batch|COMPLETED|0:0|3|00:03.293|48|16|3528K|bosque70
452980_124.extern|COMPLETED|0:0|3|00:00.003|48|16|4K|bosque70
452980_125|COMPLETED|0:0|3|00:03.889|48|16||bosque70
452980_125.batch|COMPLETED|0:0|3|00:03.885|48|16|3508K|bosque70
452980_125.extern|COMPLETED|0:0|3|00:00.003|48|16|4K|bosque70
452980_126|COMPLETED|0:0|3|00:03.133|48|16||bosque26
452980_126.batch|COMPLETED|0:0|3|00:03.130|48|16|3428K|bosque26
452980_126.extern|COMPLETED|0:0|3|00:00.003|48|16|4K|bosque26
452980_127|COMPLETED|0:0|3|00:03.167|48|16||bosque26
452980_127.batch|COMPLETED|0:0|3|00:03.163|48|16|3460K|bosque26
452980_127.extern|COMPLETED|0:0|3|00:00.003|48|16|4K|bosque26
452980_128|COMPLETED|0:0|3|00:05.130|48|16||bosque26
452980_128.batch|COMPLETED|0:0|3|00:05.126|48|16|3336K|bosque26
452980_128.extern|COMPLETED|0:0|3|00:00.003|48|16|4K|bosque26
452980_129|COMPLETED|0:0|3|00:04.094|48|16||bosque44
452980_129.batch|COMPLETED|0:0|3|00:04.091|48|16|3436K|bosque44
452980_129.extern|COMPLETED|0:0|3|00:00.003|48|16|4K|bosque44
452980_130|COMPLETED|0:0|5|00:05.812|80|16||bosque81
452980_130.batch|COMPLETED|0:0|5|00:05.809|80|16|3364K|bosque81
452980_130.extern|COMPLETED|0:0|5|00:00.003|80|16|4K|bosque81
452980_131|COMPLETED|0:0|3|00:04.485|48|16||bosque46
452980_131.batch|COMPLETED|0:0|3|00:04.481|48|16|3536K|bosque46
452980_131.extern|COMPLETED|0:0|3|00:00.003|48|16|4K|bosque46
452980_132|COMPLETED|0:0|3|00:05.104|48|16||bosque46
452980_132.batch|COMPLETED|0:0|3|00:05.101|48|16|3400K|bosque46
452980_132.extern|COMPLETED|0:0|4|00:00.003|64|16|4K|bosque46
452980_133|COMPLETED|0:0|3|00:04.774|48|16||bosque56
452980_133.batch|COMPLETED|0:0|3|00:04.771|48|16|3408K|bosque56
