index,variant,recovery,searches_complete,mapping_cpu,capped
147,tol_1p0,recovered,True,5.127267139000001,True
147,tol_1p5,recovered,True,5.318577652,True
147,archived_1p0,recovered,True,5.510833448,True
148,tol_1p0,recovered,True,1.287858984,False
148,tol_1p5,recovered,True,1.3831467849999997,False
148,archived_1p0,recovered,True,1.378155639,False
149,tol_1p0,recovered,True,18.181509608000002,True
149,tol_1p5,recovered,True,17.114206687,True
149,archived_1p0,recovered,True,17.635789595,True
150,tol_1p0,recovered,True,10.442957399,True
150,tol_1p5,recovered,True,10.616666567,True
150,archived_1p0,recovered,True,10.644385532,True
151,tol_1p0,recovered,True,8.040519411,True
151,tol_1p5,recovered,True,8.229281503,True
151,archived_1p0,recovered,True,7.928571018000001,True
152,tol_1p0,recovered,True,17.855971347,True
152,tol_1p5,recovered,True,18.080169748,True
152,archived_1p0,recovered,True,17.666210113,True
153,tol_1p0,recovered,True,9.533060919,True
153,tol_1p5,recovered,True,9.741841716999998,True
153,archived_1p0,recovered,True,9.561477597,True
154,tol_1p0,recovered,True,32.630285210000004,True
154,tol_1p5,recovered,True,32.188915377,True
154,archived_1p0,recovered,True,33.118418258000005,True
155,tol_1p0,recovered,True,3.1157652459999996,True
155,tol_1p5,recovered,True,3.229665484,True
155,archived_1p0,recovered,True,3.233461147,True
156,tol_1p0,recovered,True,6.983196072,True
156,tol_1p5,recovered,True,7.213744032999999,True
156,archived_1p0,recovered,True,6.9835543520000005,True
157,tol_1p0,recovered,True,15.198547078,True
157,tol_1p5,recovered,True,15.281204899999999,True
157,archived_1p0,recovered,True,14.905406837000001,True
158,tol_1p0,recovered,True,2.7742386889999997,False
158,tol_1p5,recovered,True,2.7729889119999998,False
158,archived_1p0,recovered,True,2.9006397039999996,False
159,tol_1p0,recovered,True,7.725443865,True
159,tol_1p5,recovered,True,7.452790788,True
159,archived_1p0,recovered,True,7.517651524000001,True
160,tol_1p0,recovered,True,3.7008079499999997,True
160,tol_1p5,recovered,True,3.605996032,True
160,archived_1p0,recovered,True,3.7666941120000006,True
161,tol_1p0,recovered,True,2.763530777,True
161,tol_1p5,recovered,True,2.824553883,True
161,archived_1p0,recovered,True,2.65941405,True
162,tol_1p0,recovered,True,4.698831202999999,True
162,tol_1p5,recovered,True,4.454666055000001,True
162,archived_1p0,recovered,True,4.920513174,True
163,tol_1p0,recovered,True,3.1213899749999996,True
163,tol_1p5,recovered,True,2.885875961,True
163,archived_1p0,recovered,True,3.123805343000001,True
164,tol_1p0,recovered,True,36.74020808,True
164,tol_1p5,recovered,True,36.820268904,True
164,archived_1p0,recovered,True,36.618190684,True
165,tol_1p0,recovered,True,1.6428593439999999,False
165,tol_1p5,recovered,True,1.5288825189999997,False
165,archived_1p0,recovered,True,1.6223462119999996,False
166,tol_1p0,recovered,True,1.976360006,False
166,tol_1p5,recovered,True,2.0790258870000002,False
166,archived_1p0,recovered,True,2.1410970459999996,False
167,tol_1p0,recovered,True,18.637767561,True
167,tol_1p5,recovered,True,18.681988675999996,True
167,archived_1p0,recovered,True,18.645543043,True
168,tol_1p0,recovered,True,4.6550622179999985,True
168,tol_1p5,recovered,True,4.58445996,True
168,archived_1p0,recovered,True,4.538676871,True
169,tol_1p0,recovered,True,8.835282452,True
169,tol_1p5,recovered,True,8.871046712,True
169,archived_1p0,recovered,True,8.848451754,True
170,tol_1p0,recovered,True,4.134451598,True
170,tol_1p5,recovered,True,3.931742989,True
170,archived_1p0,recovered,True,4.384985728999999,True
171,tol_1p0,recovered,True,10.943780035,True
171,tol_1p5,recovered,True,11.143399408,True
171,archived_1p0,recovered,True,11.362212495,True
